date,the_day_ahead_eur_mwh,split
2024-11-18,47.65,calibration
2024-11-19,46.41,calibration
2024-11-20,47.75,calibration
2024-11-21,49.46,calibration
2024-11-22,47.88,calibration
2024-11-23,47.88,calibration
2024-11-24,47.88,calibration
2024-11-25,48.44,calibration
2024-11-26,47.57,calibration
2024-11-27,47.58,calibration
2024-11-28,47.07,calibration
2024-11-29,48.01,calibration
2024-11-30,48.01,calibration
2024-12-01,48.01,calibration
2024-12-02,49.3,calibration
2024-12-03,49.07,calibration
2024-12-04,47.64,calibration
2024-12-05,46.81,calibration
2024-12-06,46.66,calibration
2024-12-07,46.66,calibration
2024-12-08,46.66,calibration
2024-12-09,45.95,calibration
2024-12-10,46.29,calibration
2024-12-11,45.64,calibration
2024-12-12,43.6,calibration
2024-12-13,42.04,calibration
2024-12-14,42.04,calibration
2024-12-15,42.04,calibration
2024-12-16,40.77,calibration
2024-12-17,42.36,calibration
2024-12-18,41.43,calibration
2024-12-19,43.66,calibration
2024-12-20,44.4,calibration
2024-12-21,44.4,calibration
2024-12-22,44.4,calibration
2024-12-23,46.11,calibration
2024-12-24,46.896667,calibration
2024-12-25,46.896667,calibration
2024-12-26,46.896667,calibration
2024-12-27,48.4,calibration
2024-12-28,48.4,calibration
2024-12-29,48.4,calibration
2024-12-30,48.33,calibration
2024-12-31,49.71,calibration
